"company","title"
PANORO ENERGY,Panoro Energy ASA - Announces Transactions Made Under the Company's Share Buyback Program
MEDIAN TECHNOLOGIES,Median Technologies répond aux conditions d’éligibilité du dispositif PEA-PME
CEGEDIM,Cegedim: DISCLOSURE OF SHARE CAPITAL AND VOTING RIGHTS
SOPRA STERIA GROUP,Sopra Steria: Release of Availability 2024 Universal Registration Document
ENGIE,ENGIE - Document d\'enregistrement universel 2024
VINCI,Publication of the English version of the 2024 Universal Registration Document
VERIMATRIX,Verimatrix : Bilan semestriel du contrat de liquidité
PHAXIAM THERAPEUTICS,PHAXIAM THERAPEUTICS annonce le lancement d’un processus de recherche de repreneurs dans le cadre de sa procédure de redressement judiciaire
CEGEDIM,Cegedim : DECLARATION D’ACTIONS ET DE DROITS DE VOTE
VINCI,Publication de la version anglaise du document d’enregistrement universel 2024
SOPRA STERIA GROUP,Sopra Steria : Communiqué de mise à disposition Document d’enregistrement universel 2024
PHAXIAM THERAPEUTICS,PHAXIAM THERAPEUTICS Announces the Launch of a Process to Find Buyers in the Context of its Receivership Procedure
Pareto Bank ASA,Meldepliktig handel
ENGIE,Mise à disposition du Document d\'enregistrement universel 2024
Bioretec Oy,Bioretec Ltd's Annual Report 2024 published
Flat Capital AB,The Board publishes complete proposal ahead of the extraordinary general meeting to be held on 4 April 2025
QLife Holding AB,Qlife announces the last day of trading in BTA
Novaturas,Novaturas announces revocation of extraordinary general meeting of shareholders
HYLORIS,Hyloris Broadens Pipeline with Ready-To-Use Pantoprazole IV
Sanoma Oyj,SANOMA CORPORATION: ACQUISITION OF OWN SHARES 14 March 2025
Raute Oyj,Raute Corporation: SHARE REPURCHASE 14.3.2025
UPM-Kymmene Oyj,UPM-Kymmene Corporation: SHARE REPURCHASE 14.3.2025
HusCompagniet A/S,Reporting of transactions made by persons discharging managerial responsibilities and persons closely associated with them in HusCompagniet's shares
United Bankers Oyj,UNITED BANKERS PLC: ACQUISITION OF OWN SHARES 14.03.2025
Cyber Security 1 AB,Cyber Security 1 AB: Update in Board Composition
WithSecure Oyj,WithSecure Corporation: SHARE REPURCHASE 14.3.2025
Sparebanken Din,Årsrapport for 2024 Sparebanken DIN Telemark
Rebirth S.p.A.,VALUE OF ANNUAL PRODUCTION DOUBLED TO 4.5 MILLIONS EUROS
XXL,XXL ASA – Preliminary results of the rights issue
TIKEHAU CAPITAL,Tikehau Capital: Information Relating to the Total Number of Voting Rights and Shares as of 14 March 2025
TIKEHAU CAPITAL,Tikehau Capital : Information relative au nombre total de droits de vote et d’actions composant le capital au 14 mars 2025
CYBERGUN,INFORMATION RELATIVE AU NOMBRE TOTAL DE DROITS DE VOTE ET AU NOMBRE D'ACTIONS COMPOSANT LE CAPITAL SOCIAL
ENGIE,ENGIE\'s 2024 Universal Registration Document
ENGIE,Availability of ENGIE\'s 2024 Universal Registration Document
UMICORE,Umicore - Transparantieverklaring van Bank of America Corp.
UMICORE,Umicore - Transparency notification by Bank of America Corp.
NEOVACS,Information relative au nombre total de droits de vote et d'actions composant le capital social
UMICORE,Umicore - Déclaration de transparence par Bank of America Corp.
ADP,Aéroports de Paris S.A - Nominations au sein du Groupe ADP et évolution de la gouvernance interne
BW Energy Limited,BW Energy: Issuance of shares
ANDFJORD SALMON GROUP AS,Andfjord Salmon: Final settlement date for Private Placement
BW Energy Limited,BW Energy: Mandatory Notification of Trade - Exercise of existing Restricted Share Units (RSUs)
Teekay LNG Partners L.P. 20/25 FRN FLOOR,"Seapeak LLC form 20-F Report - December 31, 2024"
SES,SES Update on Annual General Meeting Agenda
MOTORK PLC,MotorK Announces €4.8M Reserved Capital Increase
Klarna Bank AB (publ),Klarna Files Registration Statement for Proposed Initial Public Offering
Oculis Holding AG,Oculis Publishes Notifications of Transactions by Persons Discharging Managerial Responsibilities
Klarna Holding AB,Klarna Files Registration Statement for Proposed Initial Public Offering
Nokia,Nokia Corporation: Repurchase of own shares on 14.03.2025
Acconeer AB,Acconeer AB (publ) publishes information memorandum in connection with upcoming rights issue (compensation issue)
UMALIS GROUP,Umalis Group solde définitivement sa dette fiscale historique
XXL,XXL ASA – Final result of the rights issue and resolution to increase the share capital in connection with settlement of fees
Urbo bankas,Draft resolutions suggested by the Board of Urbo Bankas UAB for the ordinary general shareholders meeting for the year 2025
Liven,Results of the Offering of the second series of Green Bonds of Liven AS
KISTEFOS AS,Kistefos årsregnskap og årsrapport 2024
KISTEFOS AS,Kistefos Financial Statements 2024
HOEGH AUTOLINERS ASA,Höegh Autoliners ASA - Mandatory notification of trade by close associate of primary insider
BlueNord ASA,BlueNord: 2024 Annual Statement of Reserves with 189% Reserves Replacement Ratio
BERGENBIO,BerGenBio announces advancement of its strategic review
JENSEN-GROUP,Inkoop eigen aandelen - wekelijkse update
ITERA,Itera ASA: Offer to buy back shares in Itera ASA
BIOPHYTIS,Biophytis revolutionizes sarcopenia
JENSEN-GROUP,Share buyback – weekly update
Loihde Oyj,Loihde Plc: SHARE REPURCHASE 14.3.2025
Skanska AB,"Skanska signs University contract in Kentucky for USD 72M, about SEK 780M, for campus addition in Highland Heights"
Urbo bankas,Draft resolutions suggested by the Board of Urbo Bankas UAB for the ordinary general shareholders meeting for the year 2025
Lemonsoft Oyj,Lemonsoft Oyj: SHARE REPURCHASE 14.3.2025
Liven,Results of the Offering of the second series of Green Bonds of Liven AS
Intrum,Intrum announces date for Swedish Company Reorganisation plan meeting
Trifork Group AG,"12/2025・Trifork Group: Weekly report on share buyback"
Siauliu Bankas,"Šiaulių Bankas AB plans a Senior Preferred note offering, subject to market conditions"
Nasdaq Vilnius,The results of the primary placement auction of Lithuanian Government Eurobonds
Nasdaq Riga,REMINDER: Public Offering of UAB METANIRA bonds - via Bond Auction
Nasdaq Tallinn,REMINDER: Public Offering of UAB METANIRA bonds - via Bond Auction
Nasdaq Vilnius,REMINDER: Public Offering of UAB METANIRA bonds - via Bond Auction
Siauliu Bankas,The Independent Auditor's Report (Annex 1) to the Ordinary General Meeting of Shareholders of Šiaulių bankas to be held on 31 March 2025
Nasdaq Riga,Nasdaq Baltic investor calendar - week 12/2025
Nasdaq Tallinn,Nasdaq Baltic investor calendar - week 12/2025
Nasdaq Vilnius,Nasdaq Baltic investor calendar - week 12/2025
EfTEN United Property Fund / EfTEN Capital,Net asset value of the EfTEN United Property Fund as of 28.02.2025
KINGDOM OF NORWAY,Result of issuing auction NTB 03/2026
International Petroleum Corpor,International Petroleum Corporation Announces Results of Normal Course Issuer Bid
SECHE ENVIRONNEM.,Séché Environnement annonce le lancement d’une offre d’obligations vertes senior
Strømmen Sparebank,Rentefastsettelse
SECHE ENVIRONNEM.,Séché Environnement Announces Offering of Green Senior Notes
CARMILA,"CARMILA ANNONCE LE LANCEMENT D'UNE OFFRE DE RACHAT SUR SES OBLIGATIONS EXISTANTES VENANT À ÉCHÉANCE EN MAI 2027, MARS 2028, ET OCTOBRE 2028"
CARMILA,"Carmila Announces the Launch of a Tender Offer on Its Existing Notes Maturing in May 2027, March 2028 and October 2028"
AKER CARBON CAPTURE ASA,Major shareholding notification
Storebrand ASA,STOREBRAND ASA: Annual Report 2024
Storebrand ASA,STOREBRAND ASA: Årsrapport 2024
Storebrand ASA,STOREBRAND ASA: Notice of Annual General Meeting in Storebrand ASA 2025
Storebrand ASA,STOREBRAND ASA: Innkalling til ordinær generalforsamling i Storebrand ASA 2025
DANSKE BANK A/S,Danske Bank share buy-back programme: transactions in week 11
NRC Group ASA,NRC Group ASA - Appointed to a rail contract in Sweden - SEK 154 million
EXAIL TECHNOLOGIES,"Exail Technologies change de classification ICB et intègre le sous-secteur "" Défense """
EXAIL TECHNOLOGIES,"Exail Technologies changes ICB classification and joins the ""Defense"" sub-sector"
-,Euronext Oslo Børs – Resurs Bank AB (publ) - Mottatt søknad om notering av obligasjonslån
-,Euronext Oslo Børs – Resurs Bank AB (publ) - Received application for listing of bonds
Trøndelag Fylkeskommune,Euronext Oslo Børs – Trøndelag Fylkeskommune - Mottatt søknad om notering av obligasjonslån
Trøndelag Fylkeskommune,Euronext Oslo Børs – Trøndelag Fylkeskommune - Received application for listing of bonds
VÅR ENERGI ASA,Halten East on stream
VÅR ENERGI ASA,Halten Øst i produksjon
XXL,Flaggemelding
SOILTECH ASA,Exercise of options
NEXANS,Nexans enters into exclusive negotiations with Latour Capital for the sale of Lynxeo
NEXANS,Nexans entre en négociations exclusives avec Latour Capital pour la vente de Lynxeo
NEKKAR,Transactions carried out under the buy-back program
NORDIC FINANCIALS ASA,OSLO BØRS - STATUS COMPANIES PLACED IN RECOVERY BOX AND PENALTY BENCH
ALTAREIT,ALTAREIT : MISE A DISPOSITION DU DOCUMENT D’ENREGISTREMENT UNIVERSEL 2024
BARRAMUNDI GROUP LTD.,OSLO BØRS - STATUS COMPANIES PLACED IN RECOVERY BOX AND PENALTY BENCH
EAM SOLAR AS,OSLO BØRS - STATUS COMPANIES PLACED IN RECOVERY BOX AND PENALTY BENCH
Seacrest Petroleo Bermuda Limi,OSLO BØRS - STATUS COMPANIES PLACED IN RECOVERY BOX AND PENALTY BENCH
VEOLIA ENVIRONNEMENT,Appointments to Veolia’s Board of Directors
ALTERNUS ENERGY GROUP PLC,OSLO BØRS - STATUS COMPANIES PLACED IN RECOVERY BOX AND PENALTY BENCH
Solis Bond Company 21/24 FRN EUR FLOOR C,OSLO BØRS - STATUS COMPANIES PLACED IN RECOVERY BOX AND PENALTY BENCH
VEOLIA ENVIRONNEMENT,Nominations au sein du conseil d'administration de Veolia
-,OSLO BØRS - STATUS COMPANIES PLACED IN RECOVERY BOX AND PENALTY BENCH
Embla Medical hf,Embla Medical hf: Transactions in relation to Share Buyback Program
VEOLIA ENVIRONNEMENT,Veolia accueille Bpifrance et son fonds souverain français Lac1 à son capital
VEOLIA ENVIRONNEMENT,Veolia Welcomes Bpifrance and Its French Sovereign Wealth Fund Lac1 to Its Capital
BIOFISH HOLDING AS,BIOFISH HOLDING AS New sales agreement increases volume for 2025
"2020 BULKERS","2020 Bulkers Ltd. (2020) Hedging transaction for one vessel for Q2 2025"
Storebrand ASA,STOREBRAND ASA: Status tilbakekjøp av egne aksjer
Storebrand ASA,STOREBRAND ASA: Status share buyback program
BOLIDEN AB,Världens mest klimateffektiva zinksmältverk invigs
BOLIDEN AB,The world's most climate-efficient zinc smelter is inaugurated
Elopak ASA,Elopak ASA: Transactions update under share buy-back programme
HOFFMANN,Résultats annuels 2024 d’Hoffmann Green : solides performances commerciales et financières
ELIS,"Elis: Disclosure of trading in own shares occured from March 6 to March 14, 2025"
MEDISTIM,Medistim ASA – Status on share buyback
HOFFMANN,Hoffmann Green 2024 Annual Results: Solid Commercial and Financial Performance
ELIS,Elis : Déclaration des transactions sur actions propres du 6 au 14 mars 2025
Dovre Group Oyj,Dovre Group's Financial Statement Release 1.1.-31.12.2024
A.P. Møller - Mærsk A/S,Transactions in connection with share buy-back program
Siauliu Bankas,"Šiaulių Bankas AB plans a Senior Preferred note offering, subject to market conditions"
International Petroleum Corporation,International Petroleum Corporation Announces Results of Normal Course Issuer Bid
Tamtron Group Oyj,Invitation to Tamtron Group Oyj's Annual General Meeting
Tryg A/S,Hedging inflation
TROPHY GAMES Development A/S,Notice of Annual General Meeting of Trophy Games Development A/S
Glunz & Jensen Holding A/S,Clarification to annual general meeting
NORDEN,Notification of managers' and closely related parties' transactions with Dampskibsselskabet NORDEN A/S' shares in connection with share buy-back program
Realkredit Danmark A/S,"Prepayments, Realkredit Danmark A/S"
NORDEN,Dampskibsselskabet NORDEN A/S - weekly report on share buy-back
Sydbank A/S,Sydbank share buyback programme: transactions in week 11
Loihde Oyj,Loihde Plc's share buyback programme has ended
Ålandsbanken,Moody's raises outlook of Bank of Åland Plc
LATRAPS,LPKS LATRAPS Financial Calendar for the Year 2025
ERAMET,Eramet : Stabilité du chiffre d’affaires au 1er trimestre 2025
LARGO,"Largo réalise un chiffre d’affaires de 7,8 M€ au premier trimestre 2025"
HEINEKEN HOLDING,Heineken Holding N.V. reports transactions under its current share buyback programme
KINGDOM OF NORWAY,Reopening of government bond NGB 06/2035 and NGB 05/2039
HEINEKEN,Heineken N.V. reports the progress of transactions under its current share buyback programme
Sparebanken Møre,Sparebanken Møre – Tildeling av egenkapitalbevis til primærinnsidere
Sparebanken Møre,Sparebanken Møre – Allocation of equity capital certificates to primary insiders
Sparebanken Møre,Sparebanken Møre – Mandatory notification of trade
Sparebanken Møre,Sparebanken Møre - Egenhandel
ENDÚR,Endúr ASA – New share capital registered
Per Aarsleff Holding A/S,Transactions under the current share buyback programme
NORDIC FINANCIALS ASA,Nordic Financials ASA – Godkjenning og publisering av prospektet for fortrinnsrettsemisjonen
Pandora A/S,Transactions in connection with share buyback programme
Solwers Oyj,Inside information: Solwers' CEO to change by spring 2026
Skanska AB,Skanska publishes Annual and Sustainability Report 2024: Solid performance and strong financial position
Tryg A/S,Transactions in connection with share buyback programme
LATRAPS,LPKS LATRAPS Financial Calendar for the Year 2025 
ISS A/S,Transactions in connection with share buyback programme
Novonesis (Novozymes A/S),Transactions under Novonesis' share buyback program
Ålandsbanken,Bank of Åland Plc: Managers' Transactions (Erikslund) 
Isofol Medical AB,Isofol expands network of advisors with prominent expert
Ålandsbanken,Bank of Åland Plc: Managers' Transactions (Johansson) 
OTELLO CORPORATION,Financial calendar
SIGNIFY NV,Signify share repurchase period update
Ulstein komm 22/27 3.479pct,Euronext Oslo Børs – Ulstein kommune - Mottatt søknad om notering av obligasjonslån
Ulstein komm 22/27 3.479pct,Euronext Oslo Børs – Ulstein kommune - Received application for listing of bonds
Glaston Oyj Abp,Changes in Glaston's Executive Leadership Team
Scanfil Oyj,Correction: Share subscriptions based on Scanfil plc's stock options
Nokian Tyres plc,Notice of the Annual General Meeting of Nokian Tyres plc
Dataproces Group A/S,"50 municipalities have bought Dataproces' MARS platform"
CapMan,CapMan Plc Managers' Transactions - Frimodig
NYAB AB,NYAB AB: Notice to Annual General Meeting 2025
CapMan,CapMan Plc Managers' Transactions - Frimodig
Scanfil Oyj,Share subscriptions based on Scanfil plc's stock options
Avanza Bank Holding AB,"The Nomination Committee's proposal concerning Board of Directors, Chairman and Deputy Chairman of Avanza Bank Holding AB (publ)"
NORDIC FINANCIALS ASA,Nordic Financials ASA – Approval and publication of the prospectus for the rights issue
Nightingale Health Oyj,"Nightingale Health establishes ADR program in the US - trading in Company's B shares and ADRs begins on 19 March 2025, at the earliest, and 24 March 2025, at the latest, on the OTCQX Market in the US"
NYAB AB,NYAB publishes Annual and Sustainability Report 2024
Torm plc,Notice of and complete proposals for the Annual General Meeting 2025
Baltic Horizon Fund / Northern Horizon Capital,Baltic Horizon Fund publishes its NAV for February 2025
Nasdaq Riga,Admission procedure for bonds of Coffee Address Holding initiated
TKM Grupp,Decisions of the annual general meeting of shareholders of TKM Grupp AS 17th of March 2025
LOKOTECH GROUP AS,Utøvelse av opsjoner
SCOR SE,Declaration made pursuant to Article L. 233-8-II of the French Commercial Code and Article 223-16 of the General Regulation of the Autorité des Marchés Financiers
SCOR SE,Déclaration au titre de l’article L. 233-8 II du Code de Commerce et de l’article 223-16 du Règlement général de l’Autorité des marchés financiers
